english_normalized,english_raw,thai,usage_count,source_ids,context_variants,status,notes
"dad: hm? aren't you going to the\npokémon gym in rustboro city?\pthere's no challenge for me to\nbattle a greenhorn trainer.\p{player}, i want you to challenge me\nwhen you become a lot stronger.\pi'll battle you, {player}, when you\ncan show me four gym badges, okay?$","DAD: Hm? Aren't you going to the\nPOKéMON GYM in RUSTBORO CITY?\pThere's no challenge for me to\nbattle a greenhorn TRAINER.\p{PLAYER}, I want you to challenge me\nwhen you become a lot stronger.\pI'll battle you, {PLAYER}, when you\ncan show me four GYM BADGES, okay?$",พ่อ: หืม? ลูกไม่ได้จะไป\nโปเกมอนยิมที่เมืองคานาซึมิหรือ?\pให้พ่อต่อสู้กับเทรนเนอร์มือใหม่\nก็ไม่ท้าทายเลย\p{PLAYER} พ่ออยากให้ลูกมาท้าสู้\nตอนที่แข็งแกร่งกว่านี้มากแล้ว\pพ่อจะสู้กับลูก {PLAYER} เมื่อลูก\nเอายิมแบดจ์ 4 อันมาให้ดู ตกลงไหม?$,1,dlg_2833d41c93d5f47b,,draft,
"dad: hm? you're... uh... oh, right.\nyou're wally, right?$","DAD: Hm? You're… Uh… Oh, right.\nYou're WALLY, right?$",พ่อ: หืม? เธอคือ… เอ่อ… อ๋อ ใช่\nเธอชื่อมิตสึรุสินะ?$,1,dlg_20ec25c2eaea2190,,draft,
"dad: hm?\pwell, if it isn't {player}!\nso you're all finished moving in?\pi'm surprised that you managed to\nget here by yourself.\poh, i see.\nyou're with your pokémon.\phm... then i guess you're going to\nbecome a trainer like me, {player}.\pthat's great news!\ni'll be looking forward to it!$","DAD: Hm?\pWell, if it isn't {PLAYER}!\nSo you're all finished moving in?\pI'm surprised that you managed to\nget here by yourself.\pOh, I see.\nYou're with your POKéMON.\pHm… Then I guess you're going to\nbecome a TRAINER like me, {PLAYER}.\pThat's great news!\nI'll be looking forward to it!$",พ่อ: หืม?\pอ้าว {PLAYER} นี่นา!\nย้ายบ้านเสร็จเรียบร้อยแล้วหรือ?\pพ่อแปลกใจนะที่ลูก\nมาถึงนี่ได้ด้วยตัวเอง\pอ้อ เข้าใจแล้ว\nลูกมากับโปเกมอนนี่เอง\pอืม… ถ้าอย่างนั้นลูกคงจะ\nเป็นเทรนเนอร์เหมือนพ่อสินะ {PLAYER}\pเป็นข่าวดีจริง ๆ!\nพ่อจะตั้งตารอนะ!$,1,dlg_f7f989a1a6ff5a66,,draft,
"dad: i see... so, you've beaten\nthe gym leader in rustboro city.\pbut there are many more trainers\nwho are stronger than you, {player}.\pacross the sea in dewford town is a\ngym leader named brawly.\pyou should go challenge him.$","DAD: I see… So, you've beaten\nthe GYM LEADER in RUSTBORO CITY.\pBut there are many more TRAINERS\nwho are stronger than you, {PLAYER}.\pAcross the sea in DEWFORD TOWN is a\nGYM LEADER named BRAWLY.\pYou should go challenge him.$",พ่อ: เข้าใจแล้ว… ลูกเอาชนะ\nยิมลีดเดอร์แห่งเมืองคานาซึมิได้แล้ว\pแต่ยังมีเทรนเนอร์อีกมาก\nที่แข็งแกร่งกว่าลูกนะ {PLAYER}\pอีกฟากทะเล ที่เมืองมุโระ\nมียิมลีดเดอร์ชื่อโทคิ\pลูกควรไปท้าสู้กับเขา$,1,dlg_52b66c5569e850e3,,draft,
"dad: now...\p{player}, if you want to become a\nstrong trainer, here's my advice.\phead for rustboro city beyond this\ntown.\pthere, you should challenge\nthe gym leader, roxanne.\pafter her, go on to other pokémon\ngyms and defeat their leaders.\pcollect badges from them,\nunderstood?\pof course, i'm a gym leader, too.\nwe'll battle one day, {player}.\pbut that's only after you become\nstronger.$","DAD: Now…\p{PLAYER}, if you want to become a\nstrong TRAINER, here's my advice.\pHead for RUSTBORO CITY beyond this\ntown.\pThere, you should challenge\nthe GYM LEADER, ROXANNE.\pAfter her, go on to other POKéMON\nGYMS and defeat their LEADERS.\pCollect BADGES from them,\nunderstood?\pOf course, I'm a GYM LEADER, too.\nWe'll battle one day, {PLAYER}.\pBut that's only after you become\nstronger.$",พ่อ: เอาละ…\p{PLAYER} ถ้าลูกอยากเป็น\nเทรนเนอร์ที่แข็งแกร่ง พ่อมีคำแนะนำ\pมุ่งหน้าไปยังเมืองคานาซึมิ\nที่อยู่เลยเมืองนี้ไป\pที่นั่น ลูกควรท้าสู้กับ\nยิมลีดเดอร์ สึสึจิ\pจากนั้นก็ไปยังโปเกมอนยิมอื่น\nและเอาชนะเหล่าลีดเดอร์\pรวบรวมแบดจ์จากพวกเขา\nเข้าใจไหม?\pแน่นอน พ่อเองก็เป็นยิมลีดเดอร์\nสักวันเราจะได้สู้กัน {PLAYER}\pแต่ต้องรอจนลูก\nแข็งแกร่งกว่านี้ก่อน$,1,dlg_01331361d491fc05,,draft,
"dad: so, did it work out?$","DAD: So, did it work out?$",พ่อ: เป็นยังไง สำเร็จไหม?$,1,dlg_33f6361195064148,,draft,
"dad: tm42 contains facade.\pit doubles the power of moves if\nthe pokémon is poisoned, paralyzed,\lor burned.\pit might be able to turn a bad\nsituation into an advantage.$","DAD: TM42 contains FACADE.\pIt doubles the power of moves if\nthe POKéMON is poisoned, paralyzed,\lor burned.\pIt might be able to turn a bad\nsituation into an advantage.$",พ่อ: TM42 บรรจุท่าคาราเก็งกิ\pหากโปเกมอนติดพิษ เป็นอัมพาต\nหรือติดไฟ พลังของท่า\lจะเพิ่มขึ้นเป็นสองเท่า\pมันอาจพลิกสถานการณ์เลวร้าย\nให้กลายเป็นข้อได้เปรียบได้$,1,dlg_5ffaf85215a0f479,,draft,
"dad: with that badge, the defense\nof all your pokémon will increase.\ppokémon that know the hm move surf\nwill be able to travel over water.\pthis is my gift to you. {player}, i'm\nsure you can use it correctly.$","DAD: With that BADGE, the DEFENSE\nof all your POKéMON will increase.\pPOKéMON that know the HM move SURF\nwill be able to travel over water.\pThis is my gift to you. {PLAYER}, I'm\nsure you can use it correctly.$",พ่อ: แบดจ์นั้นจะเพิ่ม\nพลังป้องกันของโปเกมอนทุกตัว\pโปเกมอนที่รู้จักท่า HM นามิโนริ\nจะเดินทางข้ามผิวน้ำได้\pนี่คือของขวัญจากพ่อ {PLAYER}\nพ่อมั่นใจว่าลูกจะใช้มันได้ถูกต้อง$,1,dlg_1349dbfc0225bf7b,,draft,
"dad: {player}, you heard that,\nright?\pgo with wally and make sure that he\nsafely catches a pokémon.$","DAD: {PLAYER}, you heard that,\nright?\pGo with WALLY and make sure that he\nsafely catches a POKéMON.$",พ่อ: {PLAYER} ได้ยินแล้ว\nใช่ไหม?\pไปกับมิตสึรุ แล้วคอยช่วยให้เขา\nจับโปเกมอนได้อย่างปลอดภัย$,1,dlg_c91c18103becdb2f,,draft,
"dad: {player}, you should go visit\nyour mother every so often.\pi'm going to stay here and redouble\nmy training.\pit would bother me as a trainer to\nnot avenge my loss to you, {player}!$","DAD: {PLAYER}, you should go visit\nyour mother every so often.\pI'm going to stay here and redouble\nmy training.\pIt would bother me as a TRAINER to\nnot avenge my loss to you, {PLAYER}!$",พ่อ: {PLAYER} ลูกควรแวะไปหา\nแม่บ้างเป็นครั้งคราวนะ\pพ่อจะอยู่ที่นี่และ\nฝึกฝนให้หนักยิ่งกว่าเดิม\pในฐานะเทรนเนอร์ พ่อยอมไม่ได้\nถ้ายังไม่ได้แก้มือกับลูก {PLAYER}!$,1,dlg_a4dd4d5adc4061ee,,draft,
do you want to give a nickname to\nthis {str_var_1}?$,Do you want to give a nickname to\nthis {STR_VAR_1}?$,อยากตั้งชื่อเล่นให้\n{STR_VAR_1} ตัวนี้ไหม?$,1,dlg_fbfff4949ad6b61d,,draft,
"excuse me, please!\nplease come with me!$","Excuse me, please!\nPlease come with me!$",ขอโทษนะครับ!\nช่วยมากับผมหน่อย!$,1,dlg_f237e0965b02f5c4,,draft,
"fufufu...\ncapt. stern, i presume.\pwe of team aqua will assume\ncontrol of your submarine!\pyour objections are meaningless!\nwe expect your total cooperation!\pfufufu...\njust watch and learn what team\laqua has planned!$","Fufufu…\nCAPT. STERN, I presume.\pWe of TEAM AQUA will assume\ncontrol of your submarine!\pYour objections are meaningless!\nWe expect your total cooperation!\pFufufu…\nJust watch and learn what TEAM\lAQUA has planned!$",หึ ๆ ๆ…\nกัปตันคุสโนกิสินะ\pพวกเราทีมอควาจะยึด\nเรือดำน้ำของแกไป!\pคัดค้านไปก็ไร้ความหมาย!\nให้ความร่วมมือแต่โดยดีซะ!\pหึ ๆ ๆ…\nจงดูและเรียนรู้ว่า\lทีมอความีแผนการอะไร!$,1,dlg_ac6bacd443ddc584,,draft,
get out!\nout of the way!$,Get out!\nOut of the way!$,หลบไป!\nอย่าขวางทาง!$,1,dlg_55e2e299eaa32230,,draft,
good answer!\nthat's what a smart person'll do!$,Good answer!\nThat's what a smart person'll do!$,ตอบได้ดี!\nคนฉลาดก็ต้องเลือกแบบนั้น!$,1,dlg_0d1adf3d7c53be63,,draft,
"grah, keelhaul it all!\pthat hostage pokémon turned out to\nbe worthless!\pand to think i made a getaway...\nin this tunnel to nowhere!\phey! you!\nso you want to battle me?$","Grah, keelhaul it all!\pThat hostage POKéMON turned out to\nbe worthless!\pAnd to think I made a getaway…\nIn this tunnel to nowhere!\pHey! You!\nSo you want to battle me?$",กรอด ช่างมันทั้งหมดนี่แหละ!\pโปเกมอนตัวประกันนั่น\nไร้ประโยชน์สิ้นดี!\pอุตส่าห์หนีมาได้แท้ ๆ…\nแต่ดันเข้ามาในอุโมงค์ตันนี่!\pเฮ้! แกน่ะ!\nอยากสู้กับฉันงั้นเหรอ?$,1,dlg_fac0960bd1369f1f,,draft,
h-help me!$,H-help me!$,ชะ-ช่วยด้วย!$,1,dlg_a3524918d5d08235,,draft,
"having the rain badge shall assure you\nthe full obedience of all your pokémon\lto your every command.\pthe rain badge also allows the use\nof the hm move waterfall to scale\lwalls of cascading water.\pand, so that you never forget the\nbattle we shared, take this...$","Having the RAIN BADGE shall assure you\nthe full obedience of all your POKéMON\lto your every command.\pThe RAIN BADGE also allows the use\nof the HM move WATERFALL to scale\lwalls of cascading water.\pAnd, so that you never forget the\nbattle we shared, take this…$",เมื่อมีอาเมะแบดจ์ โปเกมอนทุกตัว\nจะเชื่อฟังทุกคำสั่งของเจ้า\lอย่างสมบูรณ์\pอาเมะแบดจ์ยังทำให้ใช้ท่า HM\nทากิโนโบริ เพื่อไต่ขึ้นไปตาม\lม่านน้ำตกได้\pและเพื่อไม่ให้เจ้าลืมการต่อสู้\nที่เรามีร่วมกัน รับสิ่งนี้ไป…$,1,dlg_04c38272168a6c08,,draft,
